"gene_id","gene_name","seq_name","gene_biotype","description"
"ENSG00000277823","PRH1","CHR_HSCHR12_3_CTG2","protein_coding","proline rich protein HaeIII subfamily 1 [Source:HGNC Symbol;Acc:HGNC:9366]"
"ENSG00000277238","TAS2R10","CHR_HSCHR12_3_CTG2","protein_coding","taste 2 receptor member 10 [Source:HGNC Symbol;Acc:HGNC:14918]"
"ENSG00000282174","AC006518.5","CHR_HSCHR12_3_CTG2","processed_pseudogene","taste receptor, type 2 pseudogene"
"ENSG00000277454","AC245078.1","CHR_HSCHR12_3_CTG2","protein_coding","PRH1-PRR4 readthrough"
"ENSG00000282269","PRR4","CHR_HSCHR12_3_CTG2","protein_coding","proline rich 4 [Source:HGNC Symbol;Acc:HGNC:18020]"
"ENSG00000285332","AC006518.7","CHR_HSCHR12_3_CTG2","protein_coding","NULL"
"ENSG00000282363","AC006518.6","CHR_HSCHR12_3_CTG2","transcribed_processed_pseudogene","taste receptor, type 2, member 12 pseudogene"
"ENSG00000277254","TAS2R13","CHR_HSCHR12_3_CTG2","protein_coding","taste 2 receptor member 13 [Source:HGNC Symbol;Acc:HGNC:14919]"
"ENSG00000275679","PRH2","CHR_HSCHR12_3_CTG2","protein_coding","proline rich protein HaeIII subfamily 2 [Source:HGNC Symbol;Acc:HGNC:9367]"
"ENSG00000276541","TAS2R14","CHR_HSCHR12_3_CTG2","protein_coding","taste 2 receptor member 14 [Source:HGNC Symbol;Acc:HGNC:14920]"
"ENSG00000276217","TAS2R15P","CHR_HSCHR12_3_CTG2","processed_pseudogene","taste 2 receptor member 15 pseudogene [Source:HGNC Symbol;Acc:HGNC:19106]"
"ENSG00000276167","TAS2R50","CHR_HSCHR12_3_CTG2","protein_coding","taste 2 receptor member 50 [Source:HGNC Symbol;Acc:HGNC:18882]"
"ENSG00000282612","TAS2R20","CHR_HSCHR12_3_CTG2","protein_coding","taste 2 receptor member 20 [Source:HGNC Symbol;Acc:HGNC:19109]"
"ENSG00000278307","TAS2R19","CHR_HSCHR12_3_CTG2","protein_coding","taste 2 receptor member 19 [Source:HGNC Symbol;Acc:HGNC:19108]"
"ENSG00000282256","TAS2R31","CHR_HSCHR12_3_CTG2","protein_coding","taste 2 receptor member 31 [Source:HGNC Symbol;Acc:HGNC:19113]"
"ENSG00000282293","TAS2R63P","CHR_HSCHR12_3_CTG2","processed_pseudogene","taste 2 receptor member 63 pseudogene [Source:HGNC Symbol;Acc:HGNC:20641]"
"ENSG00000278111","TAS2R46","CHR_HSCHR12_3_CTG2","protein_coding","taste 2 receptor member 46 [Source:HGNC Symbol;Acc:HGNC:18877]"
"ENSG00000282079","TAS2R64P","CHR_HSCHR12_3_CTG2","unprocessed_pseudogene","taste 2 receptor member 64 pseudogene [Source:HGNC Symbol;Acc:HGNC:20642]"
"ENSG00000282537","TAS2R43","CHR_HSCHR12_3_CTG2","protein_coding","taste 2 receptor member 43 [Source:HGNC Symbol;Acc:HGNC:18875]"
"ENSG00000274699","TAS2R30","CHR_HSCHR12_3_CTG2","protein_coding","taste 2 receptor member 30 [Source:HGNC Symbol;Acc:HGNC:19112]"
"ENSG00000282675","AC245078.3","CHR_HSCHR12_3_CTG2","processed_pseudogene","taste receptor, type 2, member 18 pseudogene"
"ENSG00000282546","AC245078.2","CHR_HSCHR12_3_CTG2","lncRNA","novel transcript"
"ENSG00000281930","SMIM10L1","CHR_HSCHR12_3_CTG2","lncRNA","small integral membrane protein 10 like 1 [Source:HGNC Symbol;Acc:HGNC:49847]"
"ENSG00000273505","TAS2R42","CHR_HSCHR12_3_CTG2","protein_coding","taste 2 receptor member 42 [Source:HGNC Symbol;Acc:HGNC:18888]"
"ENSG00000281977","AC244131.3","CHR_HSCHR12_3_CTG2","processed_pseudogene","taste receptor, type 2, member 7 pseudogene"
"ENSG00000282539","AC244131.4","CHR_HSCHR12_3_CTG2","lncRNA","novel transcript"
"ENSG00000275624","PRB3","CHR_HSCHR12_3_CTG2","protein_coding","proline rich protein BstNI subfamily 3 [Source:HGNC Symbol;Acc:HGNC:9339]"
"ENSG00000274839","PRB4","CHR_HSCHR12_3_CTG2","protein_coding","proline rich protein BstNI subfamily 4 [Source:HGNC Symbol;Acc:HGNC:9340]"
"ENSG00000282673","PRB1","CHR_HSCHR12_3_CTG2","protein_coding","proline rich protein BstNI subfamily 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:9337]"
"ENSG00000262139","ANO4","CHR_HSCHR12_3_CTG2_1","protein_coding","anoctamin 4 [Source:HGNC Symbol;Acc:HGNC:23837]"
"ENSG00000262217","SLC5A8","CHR_HSCHR12_3_CTG2_1","protein_coding","solute carrier family 5 member 8 [Source:HGNC Symbol;Acc:HGNC:19119]"
"ENSG00000261867","U6","CHR_HSCHR12_3_CTG2_1","snRNA","U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]"
"ENSG00000263114","AC079953.2","CHR_HSCHR12_3_CTG2_1","processed_pseudogene","ribosomal protein S6 (RPS6) pseudogene"
"ENSG00000275428","AC024940.7","CHR_HSCHR12_4_CTG2","protein_coding","ovostatin 2"
"ENSG00000282391","AC024940.10","CHR_HSCHR12_4_CTG2","processed_pseudogene","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa (NDUFA4) pseudogene"
"ENSG00000282388","AC024940.9","CHR_HSCHR12_4_CTG2","processed_pseudogene","ribosomal protein L13a (RPL13A) pseudogene"
"ENSG00000282329","MREGP1","CHR_HSCHR12_4_CTG2","processed_pseudogene","melanoregulin pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50749]"
"ENSG00000276371","SINHCAF","CHR_HSCHR12_4_CTG2","protein_coding","SIN3-HDAC complex associated factor [Source:HGNC Symbol;Acc:HGNC:30702]"
"ENSG00000282551","AC024940.11","CHR_HSCHR12_4_CTG2","processed_pseudogene","solute carrier family 25, member 13 (citrin) (SLC25A13) pseudogene"
"ENSG00000282176","AC024940.8","CHR_HSCHR12_4_CTG2","lncRNA","novel transcript, antisense to FAM60A"
"ENSG00000278208","AC007368.2","CHR_HSCHR12_4_CTG2_1","lncRNA","novel transcript"
"ENSG00000278711","AC007368.3","CHR_HSCHR12_4_CTG2_1","lncRNA","uncharacterized LOC101927531 [Source:NCBI gene;Acc:101927531]"
"ENSG00000276226","LINC02825","CHR_HSCHR12_4_CTG2_1","lncRNA","long intergenic non-protein coding RNA 2825 [Source:HGNC Symbol;Acc:HGNC:27477]"
"ENSG00000275517","PRB1","CHR_HSCHR12_5_CTG2","protein_coding","proline rich protein BstNI subfamily 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:9337]"
"ENSG00000275051","PIWIL1","CHR_HSCHR12_5_CTG2_1","protein_coding","piwi like RNA-mediated gene silencing 1 [Source:HGNC Symbol;Acc:HGNC:9007]"
"ENSG00000282480","AC127071.3","CHR_HSCHR12_5_CTG2_1","TEC","novel transcript"
"ENSG00000282766","AC217627.1","CHR_HSCHR12_5_CTG2_1","TEC","novel transcript"
"ENSG00000281935","DNAH10","CHR_HSCHR12_6_CTG2_1","protein_coding","dynein axonemal heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:2941]"
"ENSG00000275035","CCDC92","CHR_HSCHR12_6_CTG2_1","protein_coding","coiled-coil domain containing 92 [Source:HGNC Symbol;Acc:HGNC:29563]"
"ENSG00000281954","AC208069.1","CHR_HSCHR12_6_CTG2_1","lncRNA","novel transcript, antisense to DNAH10"
"ENSG00000285137","MGAT4C","CHR_HSCHR12_8_CTG2_1","protein_coding","MGAT4 family member C [Source:HGNC Symbol;Acc:HGNC:30871]"
"ENSG00000285478","LINC02405","CHR_HSCHR12_9_CTG2_1","lncRNA","long intergenic non-protein coding RNA 2405 [Source:HGNC Symbol;Acc:HGNC:53333]"
"ENSG00000286166","AC079949.4","CHR_HSCHR12_9_CTG2_1","lncRNA","novel transcript"
"ENSG00000286560","AC195745.1","CHR_HSCHR12_9_CTG2_1","lncRNA","novel transcript"
"ENSG00000287228","AC195745.2","CHR_HSCHR12_9_CTG2_1","lncRNA","novel transcript"
"ENSG00000282647","LINC01070","CHR_HSCHR13_1_CTG1","lncRNA","long intergenic non-protein coding RNA 1070 [Source:HGNC Symbol;Acc:HGNC:49110]"
"ENSG00000282706","LINC01043","CHR_HSCHR13_1_CTG1","lncRNA","long intergenic non-protein coding RNA 1043 [Source:HGNC Symbol;Acc:HGNC:49031]"
"ENSG00000282737","LINC01044","CHR_HSCHR13_1_CTG1","lncRNA","long intergenic non-protein coding RNA 1044 [Source:HGNC Symbol;Acc:HGNC:49032]"
"ENSG00000275865","SPACA7","CHR_HSCHR13_1_CTG1","protein_coding","sperm acrosome associated 7 [Source:HGNC Symbol;Acc:HGNC:29575]"
"ENSG00000282003","TUBGCP3","CHR_HSCHR13_1_CTG1","protein_coding","tubulin gamma complex associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18598]"
"ENSG00000282037","GXYLT1P1","CHR_HSCHR13_1_CTG3","processed_pseudogene","glucoside xylosyltransferase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39676]"
"ENSG00000282611","CNN2P12","CHR_HSCHR13_1_CTG3","processed_pseudogene","calponin 2 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:39834]"
"ENSG00000282352","ZNF965P","CHR_HSCHR13_1_CTG3","processed_pseudogene","zinc finger protein 965, pseudogene [Source:HGNC Symbol;Acc:HGNC:42025]"
"ENSG00000282782","CYP4F34P","CHR_HSCHR13_1_CTG3","unprocessed_pseudogene","cytochrome P450 family 4 subfamily F member 34, pseudogene [Source:HGNC Symbol;Acc:HGNC:39953]"
"ENSG00000282677","SNX18P26","CHR_HSCHR13_1_CTG3","processed_pseudogene","sorting nexin 18 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:39634]"
"ENSG00000282536","LINC00328-2P","CHR_HSCHR13_1_CTG3","processed_pseudogene","long intergenic non-protein coding RNA 328-2, pseudogene [Source:HGNC Symbol;Acc:HGNC:42027]"
"ENSG00000282715","ANKRD20A9P","CHR_HSCHR13_1_CTG3","unprocessed_pseudogene","ankyrin repeat domain 20 family member A9, pseudogene [Source:HGNC Symbol;Acc:HGNC:42023]"
"ENSG00000278853","RNU6-55P","CHR_HSCHR13_1_CTG3","snRNA","RNA, U6 small nuclear 55, pseudogene [Source:HGNC Symbol;Acc:HGNC:42545]"
"ENSG00000252379","U6","CHR_HSCHR13_1_CTG3","snRNA","U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]"
"ENSG00000281988","GRK1","CHR_HSCHR13_1_CTG5","protein_coding","G protein-coupled receptor kinase 1 [Source:HGNC Symbol;Acc:HGNC:10013]"
"ENSG00000282664","LINC00552","CHR_HSCHR13_1_CTG5","TEC","long intergenic non-protein coding RNA 552 [Source:HGNC Symbol;Acc:HGNC:43692]"
"ENSG00000282107","TMEM255B","CHR_HSCHR13_1_CTG5","protein_coding","transmembrane protein 255B [Source:HGNC Symbol;Acc:HGNC:28297]"
"ENSG00000282311","AL133373.4","CHR_HSCHR14_1_CTG1","unprocessed_pseudogene","zinc finger protein 257 (ZNF257) pseudogene"
"ENSG00000280633","AL133373.3","CHR_HSCHR14_1_CTG1","TEC","TEC"
"ENSG00000274338","CATSPERB","CHR_HSCHR14_1_CTG1","protein_coding","cation channel sperm associated auxiliary subunit beta [Source:HGNC Symbol;Acc:HGNC:20500]"
"ENSG00000281924","POLR3GP1","CHR_HSCHR14_1_CTG1","transcribed_processed_pseudogene","RNA polymerase III subunit G pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23345]"
"ENSG00000276238","NANOGP7","CHR_HSCHR14_1_CTG1","transcribed_processed_pseudogene","Nanog homeobox pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:23105]"
"ENSG00000282153","AL121839.3","CHR_HSCHR14_1_CTG1","processed_pseudogene","pyruvate dehydrogenase kinase, isozyme 3 (PDK3) pseudogene"
"ENSG00000274581","U3","CHR_HSCHR14_1_CTG1","snoRNA","Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]"
"ENSG00000282241","AL121839.4","CHR_HSCHR14_1_CTG1","lncRNA","novel transcript, intronic to CATSPERB"
"ENSG00000276776","TC2N","CHR_HSCHR14_1_CTG1","protein_coding","tandem C2 domains, nuclear [Source:HGNC Symbol;Acc:HGNC:19859]"
"ENSG00000276342","TMEM179","CHR_HSCHR14_2_CTG1","protein_coding","transmembrane protein 179 [Source:HGNC Symbol;Acc:HGNC:20137]"
"ENSG00000274126","C14orf180","CHR_HSCHR14_2_CTG1","protein_coding","chromosome 14 open reading frame 180 [Source:HGNC Symbol;Acc:HGNC:33795]"
"ENSG00000281161","BX927359.2","CHR_HSCHR14_2_CTG1","lncRNA","novel transcript, antisense to C14orf180"
"ENSG00000282751","ATP5MC1P1","CHR_HSCHR14_3_CTG1","processed_pseudogene","ATP synthase membrane subunit c locus 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19815]"
"ENSG00000282219","ELK2BP","CHR_HSCHR14_3_CTG1","unprocessed_pseudogene","ETS transcription factor ELK2B, pseudogene [Source:HGNC Symbol;Acc:HGNC:3324]"
"ENSG00000276173","IGHA2","CHR_HSCHR14_3_CTG1","IG_C_gene","immunoglobulin heavy constant alpha 2 (A2m marker) [Source:HGNC Symbol;Acc:HGNC:5479]"
"ENSG00000276192","IGHE","CHR_HSCHR14_3_CTG1","IG_C_gene","immunoglobulin heavy constant epsilon [Source:HGNC Symbol;Acc:HGNC:5522]"
"ENSG00000277016","IGHG4","CHR_HSCHR14_3_CTG1","IG_C_gene","immunoglobulin heavy constant gamma 4 (G4m marker) [Source:HGNC Symbol;Acc:HGNC:5528]"
"ENSG00000274497","IGHG2","CHR_HSCHR14_3_CTG1","IG_C_gene","immunoglobulin heavy constant gamma 2 (G2m marker) [Source:HGNC Symbol;Acc:HGNC:5526]"
"ENSG00000282430","COPDA1","CHR_HSCHR14_3_CTG1","lncRNA","chronic obstructive pulmonary disease associated lncRNA 1 [Source:HGNC Symbol;Acc:HGNC:53171]"
"ENSG00000282094","IGHGP","CHR_HSCHR14_3_CTG1","IG_C_pseudogene","immunoglobulin heavy constant gamma P (non-functional) [Source:HGNC Symbol;Acc:HGNC:5529]"
"ENSG00000282360","ELK2AP","CHR_HSCHR14_3_CTG1","processed_pseudogene","ETS transcription factor ELK2A, pseudogene [Source:HGNC Symbol;Acc:HGNC:3323]"
"ENSG00000282474","AL928768.1","CHR_HSCHR14_3_CTG1","lncRNA","novel transcript"
"ENSG00000282633","IGHA1","CHR_HSCHR14_3_CTG1","IG_C_gene","immunoglobulin heavy constant alpha 1 [Source:HGNC Symbol;Acc:HGNC:5478]"
"ENSG00000281947","IGHEP1","CHR_HSCHR14_3_CTG1","IG_C_pseudogene","immunoglobulin heavy constant epsilon P1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5523]"
"ENSG00000277633","IGHG1","CHR_HSCHR14_3_CTG1","IG_C_gene","immunoglobulin heavy constant gamma 1 (G1m marker) [Source:HGNC Symbol;Acc:HGNC:5525]"
"ENSG00000282184","IGHG3","CHR_HSCHR14_3_CTG1","IG_C_gene","immunoglobulin heavy constant gamma 3 (G3m marker) [Source:HGNC Symbol;Acc:HGNC:5527]"
"ENSG00000282819","AL122127.2","CHR_HSCHR14_3_CTG1","processed_pseudogene","ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 (ATP6V1G1) pseudogene"
"ENSG00000278801","IGHD","CHR_HSCHR14_3_CTG1","IG_C_gene","immunoglobulin heavy constant delta [Source:HGNC Symbol;Acc:HGNC:5480]"
"ENSG00000282657","IGHM","CHR_HSCHR14_3_CTG1","IG_C_gene","immunoglobulin heavy constant mu [Source:HGNC Symbol;Acc:HGNC:5541]"
"ENSG00000282797","IGHJ6","CHR_HSCHR14_3_CTG1","IG_J_gene","immunoglobulin heavy joining 6 [Source:HGNC Symbol;Acc:HGNC:5540]"
"ENSG00000282541","IGHJ3P","CHR_HSCHR14_3_CTG1","IG_J_pseudogene","immunoglobulin heavy joining 3P (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5537]"
"ENSG00000282615","IGHJ5","CHR_HSCHR14_3_CTG1","IG_J_gene","immunoglobulin heavy joining 5 [Source:HGNC Symbol;Acc:HGNC:5539]"
"ENSG00000282065","IGHJ4","CHR_HSCHR14_3_CTG1","IG_J_gene","immunoglobulin heavy joining 4 [Source:HGNC Symbol;Acc:HGNC:5538]"
"ENSG00000282471","IGHJ3","CHR_HSCHR14_3_CTG1","IG_J_gene","immunoglobulin heavy joining 3 [Source:HGNC Symbol;Acc:HGNC:5536]"
"ENSG00000282778","IGHJ2P","CHR_HSCHR14_3_CTG1","IG_J_pseudogene","immunoglobulin heavy joining 2P (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5535]"
"ENSG00000282342","IGHJ2","CHR_HSCHR14_3_CTG1","IG_J_gene","immunoglobulin heavy joining 2 [Source:HGNC Symbol;Acc:HGNC:5534]"
"ENSG00000282409","IGHJ1","CHR_HSCHR14_3_CTG1","IG_J_gene","immunoglobulin heavy joining 1 [Source:HGNC Symbol;Acc:HGNC:5532]"
"ENSG00000282455","IGHD7-27","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 7-27 [Source:HGNC Symbol;Acc:HGNC:5518]"
"ENSG00000282672","IGHJ1P","CHR_HSCHR14_3_CTG1","IG_J_pseudogene","immunoglobulin heavy joining 1P (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5533]"
"ENSG00000282323","IGHD1-26","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 1-26 [Source:HGNC Symbol;Acc:HGNC:5485]"
"ENSG00000282724","IGHD6-25","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 6-25 [Source:HGNC Symbol;Acc:HGNC:5516]"
"ENSG00000282674","IGHD5-24","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 5-24 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5510]"
"ENSG00000282640","IGHD4-23","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 4-23 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5504]"
"ENSG00000282396","IGHD3-22","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 3-22 [Source:HGNC Symbol;Acc:HGNC:5497]"
"ENSG00000281984","IGHD2-21","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 2-21 [Source:HGNC Symbol;Acc:HGNC:5491]"
"ENSG00000282135","AC246787.4","CHR_HSCHR14_3_CTG1","lncRNA","novel transcript"
"ENSG00000282592","IGHD1-20","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 1-20 [Source:HGNC Symbol;Acc:HGNC:5484]"
"ENSG00000282487","IGHD6-19","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 6-19 [Source:HGNC Symbol;Acc:HGNC:5515]"
"ENSG00000282346","IGHD5-18","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 5-18 [Source:HGNC Symbol;Acc:HGNC:5509]"
"ENSG00000282274","IGHD4-17","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 4-17 [Source:HGNC Symbol;Acc:HGNC:5503]"
"ENSG00000282232","IGHD3-16","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 3-16 [Source:HGNC Symbol;Acc:HGNC:5496]"
"ENSG00000282818","IGHD2-15","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 2-15 [Source:HGNC Symbol;Acc:HGNC:5489]"
"ENSG00000282736","IGHD1-14","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 1-14 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5483]"
"ENSG00000282042","IGHD6-13","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 6-13 [Source:HGNC Symbol;Acc:HGNC:5514]"
"ENSG00000282102","IGHD5-12","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 5-12 [Source:HGNC Symbol;Acc:HGNC:5508]"
"ENSG00000281940","IGHD4-11","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 4-11 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5502]"
"ENSG00000282373","IGHD3-10","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 3-10 [Source:HGNC Symbol;Acc:HGNC:5495]"
"ENSG00000281939","IGHD3-9","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 3-9 [Source:HGNC Symbol;Acc:HGNC:5499]"
"ENSG00000282132","IGHD2-8","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 2-8 [Source:HGNC Symbol;Acc:HGNC:5492]"
"ENSG00000282495","IGHD1-7","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 1-7 [Source:HGNC Symbol;Acc:HGNC:5486]"
"ENSG00000282010","IGHD6-6","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 6-6 [Source:HGNC Symbol;Acc:HGNC:5517]"
"ENSG00000282769","IGHD5-5","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 5-5 [Source:HGNC Symbol;Acc:HGNC:5511]"
"ENSG00000282227","IGHD4-4","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 4-4 [Source:HGNC Symbol;Acc:HGNC:5505]"
"ENSG00000282754","IGHD3-3","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 3-3 [Source:HGNC Symbol;Acc:HGNC:5498]"
"ENSG00000282578","IGHD2-2","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 2-2 [Source:HGNC Symbol;Acc:HGNC:5490]"
"ENSG00000277059","FAM30A","CHR_HSCHR14_3_CTG1","lncRNA","family with sequence similarity 30 member A [Source:HGNC Symbol;Acc:HGNC:19955]"
"ENSG00000282714","IGHD1-1","CHR_HSCHR14_3_CTG1","IG_D_gene","immunoglobulin heavy diversity 1-1 [Source:HGNC Symbol;Acc:HGNC:5482]"
"ENSG00000282745","IGHV6-1","CHR_HSCHR14_3_CTG1","IG_V_gene","immunoglobulin heavy variable 6-1 [Source:HGNC Symbol;Acc:HGNC:5662]"
"ENSG00000282197","IGHVII-1-1","CHR_HSCHR14_3_CTG1","IG_V_pseudogene","immunoglobulin heavy variable (II)-1-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5670]"
"ENSG00000282626","ADAM6","CHR_HSCHR14_3_CTG1","transcribed_unprocessed_pseudogene","ADAM metallopeptidase domain 6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:213]"
"ENSG00000282039","AC246787.3","CHR_HSCHR14_3_CTG1","processed_pseudogene","ribosomal protein S8 (RPS8) pseudogene"
"ENSG00000282550","IGHV1-2","CHR_HSCHR14_3_CTG1","IG_V_gene","immunoglobulin heavy variable 1-2 [Source:HGNC Symbol;Acc:HGNC:5550]"
"ENSG00000282108","IGHVIII-2-1","CHR_HSCHR14_3_CTG1","IG_V_pseudogene","immunoglobulin heavy variable (III)-2-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5695]"
"ENSG00000282213","IGHV1-3","CHR_HSCHR14_3_CTG1","IG_V_gene","immunoglobulin heavy variable 1-3 [Source:HGNC Symbol;Acc:HGNC:5552]"
"ENSG00000282223","IGHV4-4","CHR_HSCHR14_3_CTG1","IG_V_gene","immunoglobulin heavy variable 4-4 [Source:HGNC Symbol;Acc:HGNC:5652]"
"ENSG00000282678","AC244226.1","CHR_HSCHR14_3_CTG1","IG_V_gene","novel immunoglobulin heavy variable gene"
"ENSG00000277318","IGHV2-5","CHR_HSCHR14_3_CTG1","IG_V_gene","immunoglobulin heavy variable 2-5 [Source:HGNC Symbol;Acc:HGNC:5576]"
"ENSG00000282066","IGHVIII-5-1","CHR_HSCHR14_3_CTG1","IG_V_pseudogene","immunoglobulin heavy variable (III)-5-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5702]"
"ENSG00000282139","IGHVIII-5-2","CHR_HSCHR14_3_CTG1","IG_V_pseudogene","immunoglobulin heavy variable (III)-5-2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5703]"
"ENSG00000281944","IGHV3-6","CHR_HSCHR14_3_CTG1","IG_V_pseudogene","immunoglobulin heavy variable 3-6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5613]"
"ENSG00000282211","IGHV3-7","CHR_HSCHR14_3_CTG1","IG_V_gene","immunoglobulin heavy variable 3-7 [Source:HGNC Symbol;Acc:HGNC:5620]"
"ENSG00000282644","AC247036.4","CHR_HSCHR14_3_CTG1","IG_V_gene","novel immunoglobulin heavy variable gene"
"ENSG00000282401","AC247036.3","CHR_HSCHR14_3_CTG1","IG_V_gene","novel immunoglobulin heavy variable gene"
"ENSG00000282322","IGHV3-11","CHR_HSCHR14_3_CTG1","IG_V_gene","immunoglobulin heavy variable 3-11 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:5580]"
"ENSG00000281964","IGHVIII-11-1","CHR_HSCHR14_3_CTG1","IG_V_pseudogene","immunoglobulin heavy variable (III)-11-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5692]"
"ENSG00000282366","IGHV1-12","CHR_HSCHR14_3_CTG1","IG_V_pseudogene","immunoglobulin heavy variable 1-12 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5546]"
"ENSG00000282286","IGHV3-13","CHR_HSCHR14_3_CTG1","IG_V_gene","immunoglobulin heavy variable 3-13 [Source:HGNC Symbol;Acc:HGNC:5581]"
"ENSG00000282569","IGHVIII-13-1","CHR_HSCHR14_3_CTG1","IG_V_pseudogene","immunoglobulin heavy variable (III)-13-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5693]"
"ENSG00000282796","IGHV1-14","CHR_HSCHR14_3_CTG1","IG_V_pseudogene","immunoglobulin heavy variable 1-14 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5547]"
"ENSG00000282290","IGHV3-15","CHR_HSCHR14_3_CTG1","IG_V_gene","immunoglobulin heavy variable 3-15 [Source:HGNC Symbol;Acc:HGNC:5582]"
"ENSG00000282631","IGHVII-15-1","CHR_HSCHR14_3_CTG1","IG_V_pseudogene","immunoglobulin heavy variable (II)-15-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5671]"
"ENSG00000282653","IGHV3-16","CHR_HSCHR14_3_CTG1","IG_V_gene","immunoglobulin heavy variable 3-16 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5583]"
"ENSG00000282561","IGHV1-17","CHR_HSCHR14_3_CTG1","IG_V_pseudogene","immunoglobulin heavy variable 1-17 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5548]"
"ENSG00000282659","SLC20A1P2","CHR_HSCHR14_3_CTG1","processed_pseudogene","solute carrier family 20 member 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42539]"
"ENSG00000282716","IGHV1-18","CHR_HSCHR14_3_CTG1","IG_V_gene","immunoglobulin heavy variable 1-18 [Source:HGNC Symbol;Acc:HGNC:5549]"
"ENSG00000281996","IGHV3-19","CHR_HSCHR14_3_CTG1","IG_V_pseudogene","immunoglobulin heavy variable 3-19 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5584]"
"ENSG00000281928","AC247036.2","CHR_HSCHR14_3_CTG1","lncRNA","novel transcript"
